Frequenz	Amplitude
Hz	8-2-13mm
Inf	0,00000
5,03145	3,16488E-5
18,94061	6,43219E-5
23,83906	8,00455E-5
32,84139	0,00017
41,38401	0,00027
50,56260	0,00047
59,31586	0,00069
68,25349	0,00098
77,20917	0,00128
86,49268	0,00158
98,64880	0,00198
107,55837	0,00237
116,79229	0,00280
126,14125	0,00311
138,17273	0,00353
147,22055	0,00403
156,49744	0,00442
165,93492	0,00477
177,80482	0,00526
186,93913	0,00577
196,29199	0,00615
205,78994	0,00645
217,51505	0,00703
226,70724	0,00754
236,13414	0,00790
245,65285	0,00820
257,24614	0,00885
266,54297	0,00934
276,00697	0,00966
287,88839	0,00999
297,02864	0,01071
306,38786	0,01116
315,87708	0,01142
327,62256	0,01190
336,84527	0,01259
346,25579	0,01302
355,77550	0,01330
367,38687	0,01397
376,67482	0,01460
386,12612	0,01499
395,65440	0,01521
407,18130	0,01609
416,51575	0,01669
426,02172	0,01700
437,80108	0,01736
446,98672	0,01837
456,38149	0,01888
465,90098	0,01920
477,56394	0,01985
486,82094	0,02080
496,26348	0,02127
505,78317	0,02151
517,35358	0,02254
526,66817	0,02343
536,14252	0,02385
545,66352	0,02412
557,15539	0,02552
566,52195	0,02631
576,02977	0,02673
587,74774	0,02740
596,97368	0,02883
606,39156	0,02958
615,91276	0,03000
627,53234	0,03116
636,81221	0,03255
646,27192	0,03327
655,79279	0,03372
667,32605	0,03549
676,66133	0,03682
686,15127	0,03753
697,94770	0,03813
707,13759	0,04048
716,52139	0,04178
726,03798	0,04264
737,71826	0,04407
746,96233	0,04644
756,39465	0,04780
765,92008	0,04869
777,50169	0,05114
786,80279	0,05362
796,27003	0,05511
805,79776	0,05617
817,30503	0,05983
826,65531	0,06248
836,15215	0,06425
847,91216	0,06616
857,12117	0,07081
866,51633	0,07371
876,03671	0,07579
887,68811	0,07964
896,94764	0,08467
906,38788	0,08813
915,91583	0,09085
927,47925	0,09708
936,78693	0,10297
946,26087	0,10716
955,78653	0,11071
967,28012	0,12007
976,63778	0,12699
986,13633	0,13240
997,87899	0,13916
1007,09041	0,15070
1016,49062	0,15915
1026,00458	0,16616
1037,64939	0,17742
1046,90625	0,19077
1056,34246	0,20060
1065,86097	0,20875
1077,41879	0,22447
1086,72220	0,23849
1096,18896	0,24803
1105,70095	0,25506
1117,19129	0,27291
1126,54206	0,28352
1136,03503	0,28892
1147,77163	0,29263
1156,97991	0,30530
1166,38517	0,30904
1175,90191	0,30734
1187,53019	0,30896
1196,80121	0,31404
1206,25745	0,31130
1215,78472	0,30504
1227,31995	0,30673
1236,65742	0,30687
1246,15401	0,30175
1255,67494	0,29412
1267,14316	0,29954
1276,53376	0,29850
1286,05386	0,29351
1297,73425	0,29121
1306,98321	0,29744
1316,42013	0,29691
1325,95277	0,29383
1337,53228	0,29887
1346,83668	0,30581
1356,31111	0,30763
1365,84559	0,30743
1377,34579	0,32098
1386,70204	0,33043
1396,20412	0,33602
1407,96611	0,34312
1417,17653	0,36565
1426,57522	0,38077
1436,09745	0,39360
1447,76186	0,41766
1457,01937	0,45197
1466,45625	0,48159
1475,98532	0,51212
1487,57379	0,57212
1496,86584	0,63978
1506,31115	0,71055
1515,80331	0,78676
1527,25094	0,87935
1536,45790	0,92873
1545,81319	0,94713
1555,25099	0,94054
1566,81459	0,91903
1576,20027	0,87356
1585,70273	0,76303
1595,22113	0,63469
1606,71774	0,54675
1616,20941	0,47136
1625,76702	0,40642
1637,30964	0,35749
1646,66311	0,32291
1656,17343	0,28823
1665,70745	0,25699
1677,16806	0,23746
1686,56483	0,21864
1696,09138	0,19932
1707,76539	0,18114
1717,01678	0,17247
1726,45587	0,16047
1735,99322	0,14800
1747,56567	0,13855
1756,86845	0,13211
1766,34524	0,12347
1775,88183	0,11448
1787,37447	0,10924
1796,73199	0,10400
1806,24079	0,09737
1815,76769	0,09055
1827,20305	0,08799
1836,61537	0,08378
1846,15046	0,07884
1857,78709	0,07509
1867,06617	0,07385
1876,52547	0,07139
1886,07492	0,06890
1897,61823	0,06914
1906,93720	0,07001
1916,41043	0,06996
1925,93460	0,06959
1937,40486	0,07205
1946,74824	0,07303
1956,23899	0,07243
1967,98306	0,07095
1977,18671	0,07237
1986,58356	0,07152
1996,10616	0,06950
2007,74508	0,06801
2017,00724	0,06802
2026,45418	0,06636
2035,99031	0,06401
2047,53587	0,06325
2056,85337	0,06264
2066,33616	0,06082
2075,87021	0,05856
2087,34181	0,05861
2096,71076	0,05772
2106,22247	0,05599
2117,93477	0,05418
2127,16305	0,05460
2136,57816	0,05359
2146,10809	0,05195
2157,71659	0,05116
2166,99600	0,05120
2176,45325	0,05013
2185,99071	0,04859
2197,51068	0,04853
2206,84163	0,04831
2216,33326	0,04721
2225,86544	0,04574
2237,31969	0,04629
2246,69978	0,04588
2256,21560	0,04477
2267,90292	0,04386
2277,14142	0,04439
2286,56600	0,04378
2296,09731	0,04273
2307,68581	0,04251
2316,97629	0,04276
2326,43961	0,04206
2335,97747	0,04101
2347,48370	0,04136
2356,82339	0,04133
2366,31997	0,04060
2375,85018	0,03956
2387,29284	0,04039
2396,68178	0,04019
2406,20134	0,03942
2417,86697	0,03898
2427,11711	0,03961
2436,54819	0,03927
2446,08381	0,03848
2457,65149	0,03861
2466,95242	0,03895
