Frequenz	Amplitude
Hz	4-15
Inf	0,00000
8,84033	2,99719E-5
20,25530	5,31408E-5
20,40101	9,87413E-5
29,08933	0,00017
40,94789	0,00028
50,43259	0,00044
59,39483	0,00068
68,57832	0,00089
77,85321	0,00116
89,78383	0,00144
98,88987	0,00177
108,09727	0,00206
117,50282	0,00233
129,36529	0,00271
138,47555	0,00311
147,81002	0,00343
157,27330	0,00373
168,96003	0,00406
178,20565	0,00446
187,59892	0,00479
197,15840	0,00503
208,69500	0,00550
218,00627	0,00595
227,45965	0,00623
239,28964	0,00650
248,47400	0,00707
257,82710	0,00745
267,34189	0,00774
279,01260	0,00806
288,27455	0,00867
297,68584	0,00909
307,25127	0,00937
318,80765	0,00990
328,08957	0,01050
337,55001	0,01077
347,13653	0,01094
358,59611	0,01168
367,95368	0,01232
377,44583	0,01258
389,15437	0,01284
398,40009	0,01382
407,80081	0,01437
417,35160	0,01471
428,93737	0,01522
438,23176	0,01615
447,67912	0,01671
457,26408	0,01699
468,74348	0,01788
478,07796	0,01887
487,56779	0,01945
497,17196	0,01971
508,54871	0,02112
517,93068	0,02208
527,46269	0,02260
539,09863	0,02318
548,37656	0,02489
557,80075	0,02596
567,36772	0,02650
578,90394	0,02768
588,21611	0,02955
597,68356	0,03063
607,27905	0,03133
618,71236	0,03340
628,06570	0,03546
637,57612	0,03674
647,19662	0,03761
658,53290	0,04083
667,93046	0,04314
677,47815	0,04474
689,07386	0,04667
698,36602	0,05081
707,80743	0,05362
717,38505	0,05574
728,88139	0,05963
738,21285	0,06469
747,69261	0,06839
757,29998	0,07137
768,70113	0,07842
778,07058	0,08513
787,58922	0,09045
799,25919	0,09560
808,53028	0,10747
817,93959	0,11743
827,49194	0,12611
839,07099	0,13817
848,37586	0,15663
857,81967	0,17307
867,40007	0,18931
878,89549	0,21671
888,23158	0,25009
897,70518	0,28364
907,29807	0,31997
918,72947	0,38694
928,07606	0,46226
937,54307	0,54337
949,28522	0,63539
958,45822	0,77266
967,69758	0,86924
977,09277	0,89390
986,67556	0,86172
998,04751	0,82665
1007,49719	0,75400
1017,11928	0,67271
1028,63670	0,61212
1037,99167	0,57980
1047,51019	0,53934
1057,14318	0,49986
1068,50783	0,48630
1077,90253	0,47388
1087,44754	0,45409
1097,08433	0,43298
1108,35509	0,43959
1117,78477	0,43471
1127,35447	0,42271
1138,87786	0,41637
1148,19084	0,42322
1157,65146	0,41778
1167,24227	0,40515
1178,67431	0,40293
1188,01855	0,40286
1197,51729	0,39082
1207,13098	0,37234
1218,47065	0,36854
1227,85875	0,35861
1237,40394	0,33946
1247,03895	0,31662
1258,28868	0,31170
1267,73160	0,29654
1277,31875	0,27619
1288,80284	0,25998
1298,13732	0,25192
1307,63001	0,23724
1317,25035	0,22023
1328,62282	0,21126
1338,00509	0,20341
1347,54135	0,19121
1357,18195	0,17786
1368,45807	0,17419
1377,88394	0,16741
1387,45638	0,15772
1398,98578	0,14888
1408,30183	0,14711
1417,77117	0,14126
1427,37504	0,13332
1438,80001	0,12885
1448,15671	0,12691
1457,66751	0,12169
1467,29694	0,11519
1478,62478	0,11378
1488,02397	0,11170
1497,57140	0,10720
1507,21875	0,10192
1518,46063	0,10275
1527,90097	0,10073
1537,48312	0,09692
1548,97475	0,09422
1558,30483	0,09495
1567,78459	0,09299
1577,39697	0,08969
1588,78990	0,08919
1598,15995	0,08954
1607,67874	0,08766
1617,31234	0,08470
1628,61583	0,08593
1638,02561	0,08597
1647,58094	0,08410
1659,14694	0,08179
1668,45064	0,08416
1677,90036	0,08394
1687,48833	0,08221
1698,95754	0,08187
1708,29739	0,08380
1717,78580	0,08347
1727,40288	0,08184
1738,77649	0,08334
1748,15301	0,08495
1757,67930	0,08449
1767,31877	0,08306
1778,60246	0,08615
1788,02143	0,08755
1797,58679	0,08709
1809,12955	0,08686
1818,44624	0,09092
1827,90776	0,09250
1837,51045	0,09263
1848,95572	0,09550
1858,31441	0,10073
1867,82319	0,10413
1877,45631	0,10718
1888,81467	0,11717
1898,21266	0,12850
1907,74206	0,13944
1919,38378	0,15192
1928,66773	0,17733
1938,06996	0,20204
1947,60547	0,22681
1959,20403	0,25988
1968,49989	0,31117
1977,91642	0,36703
1987,44543	0,43266
1999,02086	0,53296
2008,19107	0,65456
2017,37093	0,72655
2026,74372	0,68390
2036,38008	0,55312
2047,73840	0,44720
2057,33919	0,35523
2067,03929	0,28451
2078,34227	0,24149
2087,79990	0,20806
2097,40287	0,17790
2108,91672	0,15292
2118,25140	0,14022
2127,74149	0,12572
2137,36324	0,11164
2148,76197	0,10162
2158,13215	0,09498
2167,65685	0,08679
2177,29740	0,07856
2188,59883	0,07411
