Frequenz	Amplitude
Hz	2-75
Inf	0,00000
10,16364	5,54669E-5
19,53061	7,33592E-5
20,30556	0,00011
29,59925	0,00019
41,30986	0,00029
50,04016	0,00042
59,51437	0,00056
68,80916	0,00065
80,52484	0,00078
85,23457	0,00093
99,25296	0,00118
108,59000	0,00132
120,14309	0,00145
129,50725	0,00180
138,93902	0,00205
148,43393	0,00232
159,89213	0,00266
169,26327	0,00321
178,69647	0,00375
188,32075	0,00443
199,63172	0,00557
209,15317	0,00727
218,63379	0,00990
228,16639	0,01416
239,44046	0,02083
248,18432	0,02141
257,78122	0,01473
267,74141	0,01001
278,97570	0,00780
288,51993	0,00654
298,19877	0,00556
309,55397	0,00493
318,95715	0,00475
328,51817	0,00461
338,21116	0,00448
349,44896	0,00455
358,90833	0,00490
368,50484	0,00522
378,20922	0,00558
389,37233	0,00647
398,86175	0,00752
408,45606	0,00873
419,88229	0,01031
429,30319	0,01326
438,82291	0,01700
448,44855	0,02233
459,87474	0,03210
469,33562	0,05148
478,63261	0,08623
487,35818	0,11496
496,97629	0,08586
508,53054	0,05866
518,27527	0,04538
528,08237	0,03747
539,15849	0,03387
548,69989	0,03158
558,36641	0,02955
568,13071	0,02789
579,09443	0,02843
588,65969	0,02856
598,33759	0,02846
609,53841	0,02921
619,01042	0,03121
628,59829	0,03286
638,30570	0,03454
649,43567	0,03838
658,94003	0,04347
668,55520	0,04915
678,27901	0,05647
689,39032	0,07187
698,92463	0,09427
708,53840	0,13166
720,08368	0,21043
728,88644	0,30954
737,69734	0,26240
747,85174	0,15599
759,23495	0,10821
768,78350	0,08823
778,44207	0,07440
788,20607	0,06467
799,27422	0,06015
808,80384	0,05776
818,45683	0,05548
828,21491	0,05381
839,20471	0,05603
848,75552	0,05815
858,42711	0,06007
869,66171	0,06362
879,12950	0,07136
888,70480	0,07925
898,39324	0,08833
909,58040	0,10403
919,07119	0,12759
928,66342	0,15783
938,34808	0,20129
949,57601	0,29055
958,96767	0,43410
968,07319	0,58586
977,29421	0,55958
988,80153	0,40542
998,45434	0,31357
1008,22222	0,25380
1019,46737	0,21609
1028,95447	0,20156
1038,55905	0,18805
1048,27757	0,17638
1059,40049	0,17302
1068,89769	0,17540
1078,51160	0,17556
1088,23668	0,17546
1099,29389	0,18542
1108,80445	0,19604
1118,43229	0,20431
1128,16769	0,21233
1139,17069	0,23619
1148,69923	0,25672
1158,34340	0,27576
1169,61146	0,30214
1179,04879	0,34638
1188,58620	0,39052
1198,22408	0,43789
1209,46644	0,50866
1218,83609	0,59135
1228,25375	0,63562
1237,79918	0,60740
1249,00831	0,52969
1258,49621	0,44650
1268,18828	0,36332
1278,00560	0,29702
1288,97247	0,26043
1298,56071	0,22863
1308,28174	0,20074
1319,43641	0,18098
1328,92875	0,17183
1338,54610	0,16108
1348,28605	0,15085
1359,34587	0,14810
1368,86681	0,14827
1378,51168	0,14699
1388,26765	0,14624
1399,25854	0,15607
1408,80759	0,16631
1418,47093	0,17763
1429,73293	0,19573
1439,19779	0,23283
1448,74178	0,28050
1458,33140	0,34586
1469,58497	0,43296
1478,67083	0,47915
1488,02751	0,40040
1497,89076	0,28601
1509,09404	0,21251
1518,66693	0,17022
1528,37073	0,13851
1538,17858	0,11537
1549,10721	0,10344
1558,68915	0,09351
1568,39336	0,08452
1579,55984	0,07800
1589,04636	0,07658
1598,65040	0,07430
1608,37452	0,07205
1619,46967	0,07297
1628,98070	0,07633
1638,60566	0,07932
1648,34398	0,08303
1659,39424	0,09329
1668,92573	0,10658
1678,56176	0,12321
1689,91517	0,14793
1699,34825	0,19669
1708,74234	0,26044
1718,00080	0,30884
1727,45493	0,27964
1738,69226	0,21308
1748,37875	0,16130
1758,19500	0,12576
1769,28969	0,10434
1778,83001	0,09170
1788,49889	0,08067
