Frequenz	Amplitude
Hz	2-15
Inf	0,00000
11,28095	3,93152E-5
20,01509	4,23602E-5
19,52471	6,49562E-5
28,57795	9,89016E-5
37,16311	0,00020
46,37657	0,00029
55,38099	0,00044
67,94656	0,00062
76,43400	0,00086
85,57085	0,00111
94,89700	0,00133
104,36173	0,00160
115,99414	0,00188
125,15958	0,00219
134,59703	0,00247
144,10905	0,00278
155,62029	0,00311
164,92533	0,00344
174,40907	0,00375
183,88199	0,00404
195,34837	0,00441
204,75346	0,00478
214,25561	0,00511
223,71433	0,00537
235,15702	0,00575
244,58298	0,00615
254,11929	0,00645
263,50245	0,00674
274,98516	0,00716
284,46974	0,00756
293,96123	0,00789
305,46458	0,00820
314,85067	0,00867
324,34403	0,00907
333,79836	0,00941
345,26993	0,00977
354,71362	0,01028
364,22770	0,01069
373,61944	0,01098
385,11600	0,01147
394,60332	0,01197
404,08987	0,01241
413,42595	0,01269
424,98526	0,01334
434,47709	0,01388
443,94133	0,01435
455,43874	0,01474
464,85071	0,01546
474,35266	0,01604
483,78114	0,01644
495,27582	0,01704
504,72625	0,01781
514,22278	0,01845
523,59217	0,01885
535,12862	0,01976
544,60834	0,02059
554,08471	0,02131
565,61028	0,02175
574,99449	0,02292
584,48804	0,02387
593,93136	0,02464
605,43668	0,02540
614,86378	0,02668
624,36173	0,02781
633,76389	0,02864
645,27608	0,02989
654,74112	0,03136
664,22849	0,03268
673,57650	0,03358
685,13271	0,03556
694,61948	0,03731
704,08495	0,03890
715,60776	0,04027
724,99771	0,04281
734,49653	0,04497
743,92479	0,04696
755,43656	0,04932
764,87135	0,05242
774,37750	0,05492
783,75446	0,05775
795,28009	0,06153
804,74855	0,06561
814,23249	0,06951
825,79137	0,07271
835,13871	0,07887
844,62502	0,08448
854,08490	0,08998
865,60417	0,09595
875,00342	0,10435
884,50076	0,11267
893,92559	0,12078
905,43409	0,13147
914,87454	0,14424
924,36712	0,15734
933,74789	0,17026
945,27413	0,18990
954,74102	0,21079
964,22071	0,23316
975,77257	0,25718
985,10967	0,29200
994,59015	0,32874
1004,04106	0,36837
1015,54170	0,41386
1024,90048	0,47236
1034,38293	0,53200
1043,78899	0,58995
1055,24336	0,64532
1064,64319	0,70447
1074,11652	0,74699
1083,48954	0,76654
1094,99479	0,76674
1104,47778	0,77181
1113,96834	0,76305
1123,29867	0,73976
1134,89773	0,72733
1144,40322	0,72262
1153,85541	0,71349
1163,11476	0,69235
1174,78170	0,69781
