Frequenz	Amplitude
Hz	10-75-1
Inf	0,00000
9,77735	6,56839E-5
19,30161	4,99499E-5
20,28640	7,01813E-5
29,85038	0,00015
40,17877	0,00020
50,14213	0,00028
59,92039	0,00039
69,81784	0,00052
80,33178	0,00065
90,06140	0,00082
99,79438	0,00097
109,66603	0,00113
120,05282	0,00133
129,82959	0,00155
139,69717	0,00176
149,65164	0,00198
159,97028	0,00229
169,78392	0,00261
179,68200	0,00290
190,12140	0,00328
199,92266	0,00383
209,76919	0,00433
219,65319	0,00499
230,02634	0,00583
239,84709	0,00694
249,73453	0,00826
259,66110	0,01002
269,99812	0,01282
279,85680	0,01704
289,75056	0,02398
300,31981	0,03804
310,17733	0,07364
319,14410	0,09415
329,46448	0,05245
339,84573	0,03399
349,75758	0,02584
359,69865	0,02120
369,67686	0,01828
379,90451	0,01659
389,77985	0,01543
399,71484	0,01456
409,69891	0,01395
419,88646	0,01374
429,77849	0,01367
439,70544	0,01365
450,02178	0,01383
459,87511	0,01436
469,76415	0,01488
479,71208	0,01552
489,98415	0,01648
499,85158	0,01775
509,75840	0,01908
519,71625	0,02075
529,95940	0,02312
539,83269	0,02598
549,74592	0,02934
559,71644	0,03362
569,94113	0,04007
579,82170	0,04862
589,74598	0,06040
600,09831	0,07867
609,97248	0,11192
619,85795	0,17574
629,57588	0,29874
638,95344	0,33503
649,57796	0,21403
659,67573	0,14430
669,72601	0,11053
679,86458	0,09223
689,77356	0,08035
699,72916	0,07204
709,74144	0,06622
719,87000	0,06310
729,77619	0,06056
739,73539	0,05852
749,98286	0,05764
759,85254	0,05797
769,76886	0,05824
779,73503	0,05889
789,95748	0,06076
799,83629	0,06337
809,75857	0,06609
819,73815	0,06943
829,93088	0,07473
839,82134	0,08095
849,75321	0,08805
859,74060	0,09695
869,91445	0,11047
879,80857	0,12654
889,74501	0,14729
900,03987	0,17684
909,90880	0,22215
919,80088	0,28877
929,71399	0,39426
940,09750	0,57160
949,71783	0,75165
959,44128	0,68606
969,63533	0,50736
979,81212	0,39447
989,74324	0,32363
999,72072	0,27693
1009,75089	0,24663
1019,84848	0,22912
1029,76425	0,21527
1039,73298	0,20520
1049,96276	0,20007
1059,83798	0,19887
1069,75745	0,19778
1079,73121	0,19795
1089,93606	0,20212
1099,81657	0,20755
1109,74327	0,21257
1119,72881	0,21828
1129,90365	0,22843
1139,79112	0,23774
1149,73106	0,24606
1160,01287	0,25535
1169,87117	0,26972
1179,76918	0,28198
1189,72264	0,29404
1199,97661	0,31048
1209,84356	0,33172
1219,75591	0,35419
1229,72266	0,38103
1239,95572	0,42199
1249,82905	0,47653
1259,74038	0,54615
1269,68735	0,64004
1279,93389	0,77474
1289,71316	0,88737
1299,53807	0,86765
1309,60935	0,71893
1319,74393	0,56615
1329,70093	0,44185
1339,71811	0,35329
1349,89569	0,29394
1359,79396	0,25082
1369,74223	0,21664
1379,75090	0,19040
1389,88977	0,17215
1399,79495	0,15710
1409,75116	0,14412
1419,76471	0,13386
1429,87339	0,12743
1439,78752	0,12143
1449,75316	0,11620
1459,97654	0,11292
1469,85690	0,11190
1479,78135	0,11092
1489,75598	0,11072
1499,95623	0,11302
1509,84321	0,11697
1519,77509	0,12168
1529,75855	0,12821
1539,93847	0,13944
1549,83519	0,15425
1559,77104	0,17361
1569,75092	0,20180
1579,94729	0,24972
1589,83786	0,32464
1599,71851	0,44913
1610,08223	0,60756
1619,58481	0,59493
1629,58780	0,40831
1639,72516	0,28308
1649,85832	0,21464
1659,78132	0,17173
1669,74954	0,14225
1679,77164	0,12161
1689,87618	0,10782
1699,79412	0,09680
1709,75950	0,08779
1719,78354	0,08090
1729,86321	0,07642
1739,78886	0,07218
1749,76237	0,06852
1759,96080	0,06616
1769,84900	0,06474
1779,78182	0,06323
1789,76511	0,06216
1799,93693	0,06236
1809,83493	0,06303
1819,77730	0,06389
1829,77300	0,06542
1839,91914	0,06897
1849,82759	0,07340
1859,77914	0,07927
1870,03635	0,08813
1879,91881	0,10286
1889,83041	0,12416
1899,76583	0,15734
1910,09198	0,21433
1919,92912	0,31160
1929,58516	0,40571
1939,42828	0,36158
1949,77520	0,26209
1959,73058	0,19387
1969,72495	0,15092
1979,76786	0,12322
1989,85144	0,10524
1999,77639	0,09134
2009,75192	0,08054
2019,96257	0,07256
2029,84753	0,06698
2039,77783	0,06200
2049,75993	0,05791
2059,94306	0,05524
2069,83667	0,05337
2079,77499	0,05160
2089,76530	0,05037
2099,92276	0,05026
2109,82505	0,05047
2119,77116	0,05083
2129,77157	0,05174
2139,90470	0,05408
2149,81426	0,05673
2159,76683	0,06007
2170,01025	0,06488
2179,89058	0,07212
2189,80706	0,08116
2199,76265	0,09349
2210,01260	0,11273
2219,89796	0,14322
2229,79483	0,19206
2239,65125	0,26998
2249,86795	0,34187
2259,53865	0,28833
2269,65724	0,19739
2279,78298	0,14397
2289,82202	0,11349
2299,76732	0,09313
2309,75932	0,07905
2319,94236	0,06943
2329,83835	0,06270
2339,77702	0,05712
2349,76761	0,05270
2359,92887	0,04977
2369,82917	0,04751
2379,77539	0,04547
2389,77344	0,04394
2399,90907	0,04341
2409,81713	0,04301
2419,77145	0,04275
2429,78042	0,04293
2439,89019	0,04418
2449,80479	0,04547
2459,76696	0,04711
2469,98985	0,04981
2479,87453	0,05385
2489,79620	0,05876
2499,76185	0,06538
2509,98541	0,07585
2519,87275	0,09159
2529,78193	0,11562
2539,68850	0,15411
2549,94619	0,20721
2559,53165	0,20819
2569,57825	0,14732
2579,77998	0,10236
2589,79251	0,07661
2599,75216	0,06002
2609,75635	0,04892
2619,91772	0,04156
2629,81927	0,03624
2639,76689	0,03196
2649,76875	0,02865
2659,90929	0,02640
2669,81331	0,02454
2679,76883	0,02295
2689,77703	0,02170
2699,89175	0,02103
2709,80433	0,02042
2719,76721	0,01993
2729,99178	0,01972
2739,87409	0,01994
2749,79766	0,02018
2759,76830	0,02054
2769,96942	0,02134
2779,86055	0,02256
2789,79244	0,02393
2799,76760	0,02575
2809,95535	0,02858
2819,85089	0,03229
2829,78254	0,03717
2839,75206	0,04407
2849,95872	0,05521
2859,82447	0,07097
2869,65338	0,08888
2879,95547	0,09481
2889,70889	0,08147
2899,68569	0,06210
2909,73914	0,04802
2919,89025	0,03902
2929,80275	0,03278
2939,76540	0,02809
2949,78012	0,02462
2959,89223	0,02221
2969,80820	0,02022
2979,77160	0,01853
2989,79267	0,01717
2999,87823	0,01624
3009,80202	0,01535
3019,77455	0,01453
3029,96823	0,01392
3039,85822	0,01349
3049,79362	0,01301
3059,77486	0,01257
3069,94004	0,01231
3079,83805	0,01210
3089,78383	0,01184
3099,77699	0,01162
3109,91390	0,01157
3119,82141	0,01150
3129,77330	0,01137
3139,78498	0,01130
3149,88796	0,01142
3159,80343	0,01144
3169,77168	0,01144
3179,97943	0,01157
3189,86439	0,01179
3199,79393	0,01195
3209,77132	0,01212
3219,94648	0,01245
3229,84211	0,01286
3239,78057	0,01322
3249,77463	0,01363
3259,92246	0,01435
3269,82652	0,01510
3279,77365	0,01587
3290,02148	0,01685
3299,89897	0,01830
3309,80992	0,01987
3319,76877	0,02174
3329,99962	0,02431
3339,88406	0,02786
3349,80115	0,03233
3359,75856	0,03847
3370,00326	0,04814
3379,88555	0,06324
3389,76808	0,08717
3399,58647	0,12033
3409,77714	0,13729
3419,59309	0,11067
3429,68387	0,08114
3439,91932	0,06344
3449,82062	0,05296
3459,76701	0,04575
3469,76023	0,04079
3479,93653	0,03771
3489,83551	0,03573
3499,77912	0,03422
3509,77057	0,03330
3519,92733	0,03327
3529,83118	0,03365
3539,77882	0,03426
3549,77917	0,03539
3559,91347	0,03761
3569,82353	0,04027
3579,77722	0,04364
3590,02160	0,04838
3599,90408	0,05552
3609,81748	0,06489
3619,76558	0,07821
3630,03945	0,09959
3639,91154	0,13453
3649,72801	0,18368
3659,46838	0,21222
3669,74566	0,17938
3679,69883	0,13180
3689,73000	0,09977
3699,79172	0,08017
3709,84791	0,06800
3719,78348	0,05905
3729,76816	0,05244
3739,95621	0,04785
3749,85045	0,04468
3759,78758	0,04195
3769,77387	0,03979
3779,93892	0,03857
3789,83781	0,03780
3799,78232	0,03713
3809,77731	0,03680
3819,91902	0,03732
3829,82531	0,03800
3839,77534	0,03886
3849,77991	0,04020
3859,90064	0,04272
3869,81401	0,04558
3879,76866	0,04914
3890,00683	0,05431
3899,88934	0,06188
3909,80234	0,07181
3919,75138	0,08594
3930,02246	0,10867
3939,87527	0,14335
3949,65641	0,18191
3959,47619	0,18577
3969,74784	0,14951
3979,70466	0,11167
3989,72678	0,08611
3999,79014	0,06991
4009,83508	0,05958
4019,77420	0,05180
4029,76269	0,04599
4039,94191	0,04200
4049,83888	0,03916
4059,77845	0,03672
4069,77275	0,03485
4079,92716	0,03385
4089,82905	0,03317
4099,77790	0,03262
4109,77889	0,03241
4119,90787	0,03297
4129,81975	0,03362
4139,77644	0,03446
4150,00921	0,03582
4159,89150	0,03813
4169,81096	0,04069
4179,77437	0,04390
4189,99197	0,04856
4199,88079	0,05503
4209,80211	0,06335
4219,76169	0,07481
4229,99721	0,09294
4239,87189	0,12008
4249,72280	0,15639
4259,54289	0,18427
4269,75097	0,17305
4279,67337	0,13452
4289,72085	0,10283
4299,92248	0,08249
4309,82609	0,06926
4319,77419	0,05951
4329,77168	0,05237
4339,92915	0,04753
4349,83248	0,04391
4359,78006	0,04085
4369,78026	0,03848
4379,91447	0,03715
4389,82225	0,03606
4399,77720	0,03514
4409,78627	0,03462
4419,89579	0,03491
4429,81164	0,03524
4439,77333	0,03575
4449,99212	0,03685
4459,87859	0,03875
4469,80156	0,04089
4479,77005	0,04357
4489,97470	0,04769
4499,86502	0,05327
