Frequenz	Amplitude
Hz	9-2-16mm
Inf	0,00000
9,30565	4,04191E-5
16,61826	5,69020E-5
24,61313	8,12201E-5
33,09320	0,00011
37,44833	0,00021
46,25774	0,00036
55,43953	0,00053
67,74222	0,00077
76,49423	0,00107
85,46493	0,00140
94,83555	0,00172
104,29924	0,00210
115,93254	0,00243
125,08350	0,00284
134,55810	0,00322
144,09350	0,00361
155,55261	0,00402
164,86869	0,00447
174,35454	0,00488
183,85164	0,00525
195,28917	0,00566
204,69544	0,00615
214,21587	0,00657
223,66627	0,00692
235,09765	0,00737
244,55610	0,00787
254,06668	0,00831
263,46634	0,00860
274,93630	0,00914
284,42281	0,00964
293,91813	0,01006
305,40999	0,01038
314,79819	0,01101
324,29523	0,01151
333,75709	0,01185
345,22651	0,01229
354,66072	0,01285
364,17458	0,01336
373,58132	0,01373
385,07557	0,01425
394,55155	0,01483
404,03270	0,01533
413,39110	0,01553
424,92616	0,01620
434,42716	0,01687
443,88951	0,01738
455,39458	0,01766
464,79645	0,01845
474,30139	0,01908
483,73074	0,01952
495,22264	0,01999
504,67495	0,02077
514,17650	0,02142
523,55453	0,02185
535,07483	0,02262
544,55935	0,02343
554,03548	0,02411
563,35029	0,02436
574,93668	0,02549
584,43342	0,02636
593,88193	0,02703
605,38529	0,02750
614,81020	0,02872
624,31024	0,02961
633,71410	0,03022
645,22297	0,03108
654,68412	0,03229
664,17610	0,03330
673,52743	0,03394
685,07742	0,03523
694,56157	0,03656
704,03100	0,03771
715,55624	0,03831
724,93967	0,04015
734,43910	0,04168
743,87045	0,04283
755,37681	0,04394
764,81049	0,04598
774,30865	0,04775
783,69610	0,04897
795,21651	0,05079
804,68545	0,05313
814,16986	0,05510
823,50714	0,05636
835,06903	0,05925
844,56043	0,06190
854,02021	0,06428
865,53810	0,06607
874,93307	0,06988
884,43303	0,07315
893,85579	0,07593
905,36238	0,07902
914,80273	0,08361
924,29736	0,08773
933,67587	0,09100
945,20084	0,09600
954,67214	0,10147
964,15055	0,10659
973,47546	0,11034
985,04977	0,11797
994,53859	0,12498
1003,99152	0,13144
1015,50073	0,13732
1024,90137	0,14694
1034,39636	0,15577
1043,80947	0,16355
1055,31072	0,17217
1064,74894	0,18327
1074,23816	0,19350
1083,60649	0,20130
1095,12421	0,21186
1104,59204	0,22314
1114,06288	0,23237
1123,37724	0,23707
1134,94500	0,24654
1144,43392	0,25443
1153,87768	0,25875
1165,38025	0,25696
1174,79438	0,26276
1184,29221	0,26506
1193,69710	0,26356
1205,20789	0,25925
1214,66828	0,26026
1224,15952	0,25849
1233,51528	0,25274
1245,07039	0,24912
1254,55942	0,24779
1264,02828	0,24484
1273,32179	0,23762
1284,94826	0,23732
1294,44985	0,23625
1303,88277	0,23338
1315,39733	0,22837
1324,83402	0,22986
1334,33148	0,22988
1343,72117	0,22741
1355,25083	0,22668
1364,71991	0,22914
1374,20390	0,23036
1383,54007	0,22855
1395,11362	0,23225
1404,60377	0,23629
1414,06357	0,23914
1425,58779	0,23912
1434,98601	0,24705
1444,48463	0,25328
1453,90834	0,25790
1465,42502	0,26358
1474,86649	0,27473
1484,36276	0,28489
1493,74457	0,29313
1505,27963	0,30823
1514,75133	0,32622
1524,23472	0,34475
1535,79765	0,36132
1545,14399	0,39494
1554,63373	0,42961
1564,09536	0,46851
1575,61707	0,51715
1584,99770	0,58851
1594,47889	0,67263
1603,87819	0,76991
1615,22102	0,85449
1624,50469	0,91962
1633,90757	0,95695
1643,31111	0,95686
1652,54115	0,89891
1664,30343	0,82024
1673,81917	0,70117
1683,18245	0,57982
1694,84653	0,48167
1704,37912	0,41995
1713,83356	0,36725
1723,08387	0,31803
1734,81511	0,28515
1744,32268	0,25845
1753,71879	0,23305
1765,25601	0,20847
1774,72927	0,19318
1784,21637	0,17826
1793,55808	0,16278
1805,13821	0,14985
1814,63200	0,14044
1824,09504	0,13084
1833,37604	0,12015
1845,03635	0,11387
1854,54362	0,10810
1863,97353	0,10234
1875,50736	0,09695
1884,95350	0,09514
1894,45265	0,09363
1903,83347	0,09211
1915,35789	0,09236
1924,80958	0,09366
1934,27806	0,09437
1943,60118	0,09345
1955,15679	0,09387
1964,63297	0,09384
1974,08500	0,09259
1983,36060	0,08936
1994,99925	0,08879
2004,49477	0,08719
2013,91598	0,08478
2025,43155	0,08164
2034,87177	0,08053
2044,36498	0,07877
2053,73917	0,07615
2065,27701	0,07401
2074,74939	0,07291
2084,22661	0,07128
2093,54562	0,06860
2105,13566	0,06755
2114,62573	0,06648
2124,07223	0,06498
2135,59438	0,06243
2145,00240	0,06207
2154,49868	0,06116
2163,90710	0,05969
2175,42618	0,05811
2184,87233	0,05770
2194,36199	0,05685
2203,72425	0,05535
2215,27022	0,05453
2224,74569	0,05412
2234,21542	0,05334
2243,52551	0,05173
2255,12671	0,05158
2264,61810	0,05117
2274,05870	0,05036
2285,57703	0,04904
2294,99082	0,04910
2304,48542	0,04874
2313,88642	0,04785
2325,40876	0,04708
2334,86124	0,04706
2344,34705	0,04668
2353,69801	0,04570
2365,25347	0,04548
2374,73243	0,04542
2384,19889	0,04501
2393,49301	0,04388
2405,10981	0,04419
2414,60250	0,04408
2424,03716	0,04362
2435,55212	0,04285
2444,97565	0,04310
2454,47001	0,04298
2463,86004	0,04242
2475,38583	0,04210
2484,84448	0,04225
2494,32870	0,04211
2503,67030	0,04137
2515,23355	0,04152
2524,71562	0,04165
2534,17559	0,04145
2545,70617	0,04063
2555,09104	0,04116
2564,58459	0,04126
2574,01089	0,04099
2585,52661	0,04058
2594,95634	0,04099
2604,44989	0,04107
2613,83301	0,04068
2625,36251	0,04070
2634,82569	0,04102
2644,30573	0,04106
2653,63684	0,04051
2665,21184	0,04097
2674,69777	0,04127
2684,15258	0,04125
2695,67891	0,04077
2705,07197	0,04147
2714,56506	0,04175
2723,98504	0,04165
2735,50172	0,04155
2744,93745	0,04217
2754,42910	0,04241
2763,80268	0,04219
2775,34044	0,04253
2784,80745	0,04309
2794,28371	0,04331
2803,60407	0,04289
2815,19205	0,04375
2824,67931	0,04427
2834,12902	0,04449
2845,65006	0,04432
2855,05186	0,04531
2864,54661	0,04589
2873,95937	0,04604
2885,47776	0,04636
2894,91958	0,04731
2904,40983	0,04792
2913,77429	0,04795
2925,31853	0,04886
2934,79080	0,04985
2944,26348	0,05050
2953,57419	0,05037
2965,17322	0,05196
2974,66270	0,05305
2984,10640	0,05374
2995,62616	0,05419
3005,03661	0,05589
3014,53035	0,05712
3023,93625	0,05783
3035,45578	0,05907
3044,90446	0,06093
3054,39240	0,06239
3063,75084	0,06313
3075,30142	0,06539
3084,77794	0,06756
3094,24740	0,06939
3105,78958	0,07048
3115,15919	0,07387
3124,65086	0,07662
3134,09084	0,07896
3145,60956	0,08154
3155,02623	0,08573
3164,52148	0,08951
3173,92342	0,09270
3185,44625	0,09765
3194,89908	0,10342
3204,38814	0,10909
3213,74406	0,11392
3225,29838	0,12310
3234,77675	0,13226
3244,24887	0,14182
3255,79250	0,15254
3265,16174	0,16881
3274,65457	0,18635
3284,10143	0,20613
3295,61758	0,23358
3305,01703	0,27003
3314,50045	0,31489
3323,90401	0,37109
3335,31531	0,45213
3344,59872	0,54693
3353,91586	0,62743
3363,18340	0,63584
3372,32590	0,54622
3384,25973	0,44590
3393,80443	0,36687
3403,14017	0,30102
3414,84945	0,25220
3424,38063	0,22052
3433,81723	0,19364
3443,03816	0,16836
3454,81855	0,15361
3464,31993	0,14039
3473,69542	0,12770
3485,24802	0,11648
3494,72826	0,10916
3504,20692	0,10199
3513,52330	0,09425
3525,12488	0,08874
3534,61887	0,08432
3544,06559	0,07974
3553,32262	0,07414
3565,00065	0,07161
3574,49788	0,06868
3583,90564	0,06535
3595,42769	0,06194
3604,87656	0,06013
3614,36638	0,05802
3623,72691	0,05534
3635,27686	0,05333
3644,75349	0,05197
3654,22396	0,05031
3663,52871	0,04800
3675,13611	0,04700
3684,62690	0,04591
3694,06766	0,04454
3705,58572	0,04271
3715,00191	0,04219
3724,49698	0,04132
3733,89756	0,04009
3745,41954	0,03894
3754,87303	0,03846
3764,35994	0,03771
3773,71101	0,03654
3785,26869	0,03594
3794,74710	0,03551
3804,21188	0,03487
3813,50658	0,03368
3825,12586	0,03357
3834,61716	0,03322
3844,05073	0,03260
3855,56907	0,03176
3864,98998	0,03171
3874,48513	0,03140
3883,87617	0,03077
3895,40302	0,03032
3904,85859	0,03023
3914,34351	0,02989
3923,68571	0,02919
3935,25056	0,02910
3944,73337	0,02901
3954,19274	0,02871
3965,72560	0,02799
3975,11015	0,02821
3984,60262	0,02811
3994,02957	0,02781
4005,54547	0,02740
4014,97465	0,02756
4024,46805	0,02747
