Frequenz	Amplitude
Hz	9-4
Inf	0,00000
10,19899	1,09508E-5
12,54611	3,69765E-5
20,09796	8,63946E-5
28,96456	0,00014
41,54470	0,00024
50,31462	0,00037
59,07493	0,00053
68,20050	0,00073
77,48328	0,00092
89,72009	0,00112
98,76268	0,00140
107,72729	0,00165
117,02244	0,00189
126,45322	0,00209
138,26400	0,00242
147,37275	0,00271
156,75142	0,00297
166,24303	0,00316
177,93476	0,00354
187,13520	0,00386
196,58151	0,00408
208,54166	0,00429
217,66517	0,00474
226,95888	0,00508
236,42809	0,00524
248,25667	0,00557
257,43955	0,00606
266,79195	0,00633
276,30215	0,00660
288,00295	0,00698
297,22786	0,00744
306,65484	0,00773
316,18191	0,00796
327,77507	0,00851
337,06538	0,00899
346,53305	0,00926
358,40505	0,00955
367,56340	0,01032
376,92217	0,01077
386,42700	0,01105
398,16541	0,01154
407,38028	0,01233
416,79005	0,01280
426,32579	0,01312
437,93743	0,01392
447,21971	0,01475
456,67423	0,01526
466,21455	0,01560
477,73325	0,01681
487,06808	0,01774
496,55409	0,01830
508,35099	0,01899
517,54817	0,02049
526,92811	0,02149
536,45013	0,02224
548,12189	0,02358
557,36921	0,02534
566,80555	0,02654
576,35058	0,02747
587,91916	0,02972
597,21879	0,03187
606,69262	0,03353
618,55572	0,03493
627,72346	0,03855
637,08005	0,04145
646,58226	0,04379
658,32915	0,04704
667,55034	0,05211
676,95138	0,05637
686,48280	0,06023
698,12624	0,06693
707,39574	0,07474
716,83687	0,08212
726,38766	0,08963
737,94505	0,10376
747,26017	0,11882
756,73533	0,13457
768,60217	0,15558
777,79013	0,18990
787,13922	0,22998
796,62671	0,28103
808,45243	0,36649
817,58936	0,49603
826,71314	0,65416
835,78233	0,78020
845,09040	0,74387
856,78744	0,58523
866,36956	0,46768
876,02041	0,38144
887,60150	0,32593
896,97777	0,29248
906,50869	0,26221
916,08225	0,23690
927,52012	0,22650
936,92189	0,21493
946,46130	0,20257
958,12577	0,19358
967,38593	0,19274
976,82327	0,18789
986,37471	0,18202
997,93709	0,18168
1007,24160	0,18347
1016,71323	0,18187
1026,26893	0,17898
1037,74914	0,18440
1047,09587	0,18769
1056,59746	0,18772
1068,35424	0,18737
1077,56288	0,19637
1086,94880	0,20026
1096,47018	0,20098
1108,12594	0,20445
1117,37438	0,21277
1126,79739	0,21528
1136,33343	0,21465
1147,89432	0,21943
1157,18582	0,22389
1166,64900	0,22269
1176,19461	0,21814
1187,67042	0,22131
1197,01590	0,22023
1206,51898	0,21429
1218,25897	0,20581
1227,47537	0,20719
1236,87813	0,20189
1246,41473	0,19334
1258,03809	0,18687
1267,31060	0,18482
1276,76330	0,17826
1286,32217	0,16969
1297,83801	0,16649
1307,16874	0,16353
1316,66468	0,15735
1326,22703	0,15016
1337,65722	0,15017
1347,03985	0,14715
1356,56718	0,14203
1368,24303	0,13763
1377,49191	0,13861
1386,92033	0,13603
1396,47037	0,13185
1408,04049	0,13098
1417,33715	0,13172
1426,80615	0,12949
1436,36910	0,12617
1447,84765	0,12806
1457,19388	0,12865
1466,69993	0,12696
1478,45478	0,12455
1487,67128	0,12900
1497,06633	0,12989
1506,59975	0,12919
1518,24462	0,13063
1527,50854	0,13564
1536,94627	0,13757
1546,50106	0,13805
1558,04984	0,14380
1567,35970	0,15029
1576,83546	0,15406
1586,40135	0,15707
1597,87063	0,16921
1607,22563	0,17914
1616,73326	0,18728
1628,48389	0,19852
1637,71074	0,22042
1647,10649	0,24038
1656,63763	0,26146
1668,31535	0,29839
1677,57579	0,35035
1686,98830	0,41214
1696,49492	0,49430
1708,11799	0,64072
1717,12237	0,80096
1726,11922	0,87552
1735,51909	0,76851
1745,13206	0,56528
1756,76142	0,42524
1766,37614	0,32961
1775,98738	0,26141
1787,40437	0,21969
1796,86189	0,18679
1806,43694	0,15882
1818,01672	0,13721
1827,32834	0,12389
1836,81827	0,11001
1846,40088	0,09749
1857,87708	0,08966
1867,24508	0,08362
1876,77401	0,07737
1886,35896	0,07200
1897,75332	0,07159
1907,14930	0,07035
1916,67419	0,06862
1928,32262	0,06775
1937,56196	0,06914
1946,97304	0,06845
1956,51031	0,06646
1968,08070	0,06547
1977,36738	0,06523
1986,82753	0,06318
