Frequenz	Amplitude
Hz	3-13mm
Inf	0,00000
10,33891	4,05505E-5
14,89482	5,64949E-5
20,31380	0,00011
29,03936	0,00018
37,94696	0,00028
50,07719	0,00035
59,13652	0,00051
68,30265	0,00061
77,40736	0,00072
89,70768	0,00085
98,62773	0,00104
107,74329	0,00122
117,03744	0,00136
129,33595	0,00153
138,27464	0,00178
147,43786	0,00198
156,83462	0,00220
168,93533	0,00238
177,98045	0,00276
187,26528	0,00305
196,67709	0,00335
208,61913	0,00372
217,73053	0,00423
227,07241	0,00475
236,53926	0,00525
248,35685	0,00603
257,56183	0,00712
266,94752	0,00823
276,47112	0,00961
288,20382	0,01222
297,46205	0,01581
306,86411	0,02115
319,04288	0,03124
327,63828	0,04675
333,84997	0,06149
345,62872	0,04215
355,48580	0,02634
367,25038	0,01891
376,71608	0,01553
386,29543	0,01308
398,00529	0,01140
407,28183	0,01066
416,73782	0,00992
426,29916	0,00930
437,87799	0,00908
447,19290	0,00903
456,67315	0,00894
466,23614	0,00878
477,73841	0,00923
487,10269	0,00960
496,61243	0,00991
508,37609	0,01040
517,60103	0,01143
526,99066	0,01231
536,53521	0,01317
548,20177	0,01475
557,47395	0,01669
566,91435	0,01867
576,46716	0,02087
588,04599	0,02512
597,35912	0,02986
606,83594	0,03552
618,73842	0,04407
627,93844	0,05839
637,27472	0,07882
646,69279	0,11116
658,50165	0,16782
664,75777	0,22137
676,02409	0,19843
685,89110	0,13891
695,62547	0,10290
707,12970	0,08589
716,65867	0,07403
726,26011	0,06522
737,76909	0,06064
747,13569	0,05748
756,65545	0,05436
766,22912	0,05152
777,64646	0,05204
787,04982	0,05171
796,58842	0,05084
808,24350	0,05125
817,51130	0,05325
826,95038	0,05436
836,50626	0,05520
848,06594	0,05859
857,37655	0,06242
866,85170	0,06562
876,41866	0,06886
887,90469	0,07712
897,25408	0,08485
906,75956	0,09286
918,53958	0,10435
927,76058	0,12285
937,14402	0,14340
946,65878	0,16864
958,39291	0,21233
967,60241	0,27552
976,89198	0,35802
986,15897	0,45362
995,34727	0,51677
1006,75638	0,48586
1016,29482	0,40267
1025,97402	0,32733
1037,56863	0,27883
1046,97016	0,24983
1056,52139	0,22533
1066,09954	0,20579
1077,51663	0,20085
1086,93269	0,19399
1096,47813	0,18655
1108,11141	0,18336
1117,37970	0,18597
1126,82251	0,18496
1136,37078	0,18229
1147,91210	0,18576
1157,22046	0,18939
1166,69658	0,18890
1176,25063	0,18665
1187,71338	0,19279
1197,07342	0,19522
1206,58782	0,19401
1218,31047	0,19335
1227,54472	0,20109
1236,95955	0,20394
1246,50730	0,20502
1258,12437	0,21268
1267,41301	0,22522
1276,87203	0,23529
1286,43448	0,24636
1297,97307	0,27523
1307,29370	0,30848
1316,75906	0,34689
1328,63901	0,40004
1337,73100	0,48954
1346,84714	0,56914
1356,05091	0,58892
1365,49021	0,51298
1377,09399	0,39809
1386,60645	0,31283
1396,23911	0,24702
1407,85198	0,19966
1417,19688	0,17232
1426,71350	0,14791
1436,30260	0,12785
1447,75926	0,11537
1457,14307	0,10545
1466,67656	0,09569
1476,25444	0,08693
1487,63624	0,08389
1497,05929	0,07970
1506,61368	0,07523
1518,22244	0,07266
1527,50938	0,07265
1536,97200	0,07141
1546,54045	0,07005
1558,06271	0,07198
1567,39224	0,07453
1576,88734	0,07634
1586,46508	0,07836
1597,91956	0,08650
1607,29255	0,09418
1616,81165	0,10270
1628,56668	0,11685
1637,80772	0,14044
1647,18985	0,17061
1656,66055	0,21342
1668,35882	0,28545
1677,18344	0,36000
1686,14533	0,35845
1695,79299	0,26960
1705,51698	0,19199
1717,04601	0,15007
1726,62436	0,12122
1736,24320	0,10041
1747,67529	0,08818
1757,09245	0,07865
1766,64962	0,07003
1778,29995	0,06297
1787,57539	0,05996
1797,02787	0,05601
1806,59716	0,05205
1818,14019	0,04988
1827,46072	0,04881
1836,94878	0,04698
1846,53404	0,04508
1857,98835	0,04560
1867,36054	0,04602
1876,88960	0,04605
1888,62241	0,04685
1897,86985	0,05074
1907,27592	0,05431
1916,81086	0,05819
1928,46778	0,06518
1937,72533	0,07511
1947,13868	0,08561
1956,67195	0,09801
1968,30354	0,12051
1977,56258	0,15128
1986,91112	0,19251
1996,20014	0,24550
2005,26166	0,28531
2016,55181	0,25249
2026,18387	0,18414
2035,91973	0,13297
2047,45225	0,10228
2056,92008	0,08339
2066,50968	0,06886
2078,14503	0,05793
2087,44334	0,05219
2096,91776	0,04653
2106,49842	0,04156
2118,01545	0,03844
2127,35182	0,03647
2136,85599	0,03416
2146,43886	0,03206
2157,87494	0,03177
2167,25552	0,03134
2176,78514	0,03066
2188,49337	0,03037
2197,74167	0,03175
2207,16281	0,03265
2216,71728	0,03347
2228,33586	0,03576
2237,62582	0,03922
2247,08124	0,04266
2256,64865	0,04670
2268,20761	0,05525
2277,53023	0,06605
2286,99277	0,08022
2298,93036	0,10285
2308,01218	0,14258
2316,93690	0,18612
2325,91884	0,19604
2335,53605	0,15133
2347,27842	0,10819
2356,81751	0,08468
2366,45384	0,06833
2378,06329	0,05727
2387,39648	0,05138
2396,89587	0,04582
2406,48640	0,04109
2417,95861	0,03853
2427,31951	0,03659
2436,83905	0,03434
2446,42157	0,03226
2457,81387	0,03211
2467,21423	0,03144
2476,75703	0,03048
2488,39990	0,03006
2497,66785	0,03085
2507,10632	0,03105
2516,66733	0,03111
2528,22780	0,03252
2537,53645	0,03456
2547,00513	0,03644
2556,57337	0,03871
2568,09065	0,04461
2577,41405	0,05209
2586,84223	0,06234
2596,21578	0,07710
2607,43801	0,09241
2613,95160	0,08514
2625,91231	0,05654
2635,67967	0,03609
2647,19088	0,02454
2656,69990	0,01781
2666,28503	0,01311
2675,80583	0,00974
2687,12401	0,00760
2696,59455	0,00591
2706,12904	0,00461
2717,64180	0,00369
2726,96718	0,00317
2736,50032	0,00285
2746,11255	0,00268
2757,67771	0,00276
2767,08067	0,00288
2776,63950	0,00300
2788,36232	0,00315
2797,60336	0,00341
2807,04836	0,00355
2816,61124	0,00363
2828,15539	0,00383
2837,45630	0,00401
2846,94485	0,00409
2856,52131	0,00411
2867,94627	0,00432
2877,31736	0,00443
2886,82991	0,00442
2898,50985	0,00445
2907,75872	0,00463
2917,17592	0,00468
2926,73396	0,00464
2938,29836	0,00470
2947,58538	0,00482
2957,05233	0,00481
2966,62197	0,00473
2978,09672	0,00485
2987,43614	0,00491
2996,94166	0,00487
3006,52286	0,00476
3017,90103	0,00491
3027,30238	0,00492
3036,84074	0,00483
3048,46739	0,00481
3057,72908	0,00491
3067,18211	0,00488
3076,74622	0,00478
3088,26197	0,00482
3097,58704	0,00490
3107,07806	0,00485
3116,67572	0,00477
3128,09067	0,00494
3137,47546	0,00503
3147,00408	0,00504
3158,68964	0,00513
3167,95550	0,00547
3177,38818	0,00572
3186,95704	0,00596
3198,53760	0,00651
3207,84285	0,00726
3217,30438	0,00799
3226,88066	0,00880
3238,38928	0,01038
3247,71662	0,01213
3257,19366	0,01405
3269,01710	0,01651
3278,22866	0,02063
3287,57862	0,02543
3297,07169	0,03129
3308,86555	0,04056
3318,08623	0,05506
3327,41738	0,07538
3336,80279	0,10489
3348,51103	0,14674
3357,29565	0,18010
3366,49547	0,17184
