Frequenz	Amplitude
Hz	Phi180G
999,46100	0,69537
1001,66960	0,09995
2000,11577	0,10012
2000,28815	0,01620
4000,77220	0,02814
4999,62220	0,06944
5003,01796	0,01062
7000,27245	0,05228
8000,73740	0,03034
8999,50536	0,00557
