Frequenz	Amplitude
Hz	10-25-5
Inf	0,00000
10,16534	2,69415E-5
16,59854	4,37785E-5
19,64722	5,32345E-5
30,03769	0,00012
40,76078	0,00020
49,95719	0,00028
59,92245	0,00040
69,73269	0,00055
80,15648	0,00069
90,04548	0,00084
99,77701	0,00101
109,61843	0,00117
120,09305	0,00138
129,88092	0,00160
139,69228	0,00180
149,56136	0,00203
159,95917	0,00231
169,74679	0,00257
179,61564	0,00289
190,11189	0,00321
199,87140	0,00366
209,71832	0,00411
219,62611	0,00455
230,03351	0,00523
239,82038	0,00595
249,69457	0,00676
259,60644	0,00775
269,96665	0,00916
279,79009	0,01093
289,67556	0,01321
299,59977	0,01626
309,95354	0,02143
319,80036	0,02952
329,67463	0,04430
340,37505	0,07709
349,59086	0,11586
359,20834	0,08106
369,55343	0,04983
379,82134	0,03685
389,70697	0,02982
399,63740	0,02536
409,63254	0,02231
419,84756	0,02060
429,71920	0,01928
439,65497	0,01820
450,00288	0,01747
459,83583	0,01733
469,71346	0,01712
479,65027	0,01699
489,96064	0,01717
499,80556	0,01761
509,70246	0,01808
519,65519	0,01858
529,93030	0,01947
539,78115	0,02063
549,68824	0,02172
559,65954	0,02309
569,89512	0,02512
579,76463	0,02737
589,68242	0,02984
600,03739	0,03295
609,86859	0,03743
619,74919	0,04251
629,67741	0,04866
640,01319	0,05734
649,85690	0,06967
659,74140	0,08620
669,67110	0,11035
680,03763	0,15252
689,88726	0,22892
699,62187	0,35913
709,10040	0,42654
719,60129	0,31479
729,61357	0,21893
739,63976	0,16692
749,92308	0,13763
759,78525	0,12039
769,70114	0,10760
779,67295	0,09835
789,92014	0,09275
799,78480	0,08913
809,70063	0,08601
819,68205	0,08371
829,89749	0,08379
839,76990	0,08422
849,69587	0,08458
859,68740	0,08575
869,87027	0,08930
879,75216	0,09273
889,69124	0,09645
899,99296	0,10184
909,84220	0,10970
919,73621	0,11786
929,68594	0,12723
939,96435	0,14051
949,82074	0,15771
959,72151	0,17728
969,67721	0,20194
